Tool,DOI,Programming_Language,Details,Source,License,Underlying_algorithms,Underlying_assumptions,Strengths_weaknesses,Overall_performance,OxfordNanopore,PacBio,tenxGenomics,BionanoGenomics,HiC,fast5FileProcessing,Basecalling,LongReadOverlapping,DenovoAssembly,Alignment,Scaffolding,GeneratingConsensusSequence,ErrorCorrectionAndPolishing,EvaluatingExisitingMethods,IsoformDetection,BaseModificationDetection,QualityChecking,SNPAndVariantAnalysis,Visualisation,ReadQuantification,SuitableForSingleCellExperiments,TestedOnHumanData,TestedOnNonHumanData,Normalisation,ProvideSummaryStatistics,QualityTrimming,AvailablityOfTestData,Transcriptomics,GapFilling,AnalysisPipelines,Simulators,QualityFiltering,Demultiplexing,Metagenomics,TaxonomicClassification,polyALengthEstimation,RNAStructure,FusionDetection,CoexpressionAnalysis,DataStructures,cfDNActDNA
LoRTIA,,Python,Long-read RNA-Seq Transcript Isoform Annotator toolkit,https://github.com/zsolt-balazs/LoRTIA,MIT License,,,Does not rely on exisiting annotation,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
LoRTIS,10.1101/2022.05.26.493556,Python,Transposition analysis using long reads,https://github.com/quadram-institute-bioscience/LoRTIS,GNU General Public License v3.0,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LR_Gapcloser,10.1093/gigascience/giy157,,A tiling path-based gap closer that uses long reads to complete genome assembly,http://www.fishbrowser.org/software/LR_Gapcloser/,,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
lr2rmats,,Snakemake,A light-weight pipeline which is designed to utilize both third-generation long-read and second-generation short-read RNA-seq data to generate an enhanced gene annotation file,https://github.com/Xinglab/lr2rmats,GNU General Public License v3.0,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
LRA,10.1371/journal.pcbi.1009078,C++,Long read aligner,https://github.com/ChaissonLab/LRA,USC-RL v1.0,,,,,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LRcaller,,C++,Long read structural variant caller,https://github.com/DecodeGenetics/LRcaller,MIT License,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LRCstats,10.1093/bioinformatics/btx489,"C++, Python",A pipeline for benchmarking DNA long read correction algorithms,https://github.com/cchauve/lrcstats,GNU General Public License v3.0,,,,,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
LRECE,,Shell,"A set of scripts that can establish benchmark data sets, run error correction tools and evaluation correction quality",https://github.com/haowenz/LRECE,GNU General Public License v3.0,,,,,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lrphase,10.1101/2023.01.18.524565,Python,Phases long reads based on haplotype data in a VCF file,https://github.com/Boyle-Lab/LRphase,MIT License,"Minimap2, samtools",,,,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
LRSDAY,10.1038/nprot.2018.025,"Shell, Perl",Pipeline for yeast genome assembly and annotation from long read sequencing,https://github.com/yjx1217/LRSDAY,MIT License,,,,,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
LRSIM,,"C, Perl, C++",10x Genomics Reads Simulator,https://github.com/aquaskyline/LRSIM,MIT License,,,,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
LRTK,10.1101/2022.08.10.503458,"C, Python, C++",A unified and versatile toolkit for analyzing linked-read sequencing data,https://github.com/ericcombiolab/LRTK,,,,,,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
LSC,10.1371/journal.pone.0046679,Python,Hybrid read correction for PacBio,https://web.stanford.edu/group/wonglab/LSC/LSC_download.html,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
LSCplus,10.1186/s12859-016-1316-y,,NOT MAINTAINED:: Hybrid read correction for PacBio,Not Available,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
m6anet,10.1101/2021.09.20.461055;10.1038/s41592-022-01666-1,Python,A tools to detect m6a modifications from Nanopore Direct RNA Sequencing data,https://github.com/GoekeLab/m6anet,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Magenta & Maxwell,,"C++, Cuda",fast signal-level matching for direct RNA nanopore sequencing,https://github.com/nodrogluap/maxwell,GNU General Public License v2.0,DTW,,,,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Magic-BLAST,10.1186/s12859-019-2996-x,"Python, Shell",A RNA-seq aligner for long and short reads,https://github.com/ncbi/magicblast,,,,,,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mandalorion,10.1038/ncomms16027,Python,"Isoform identification pipeline based on splice site, TSS and polyA site usage",https://github.com/rvolden/Mandalorion,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
marginAlign,10.1038/nmeth.3290,Python,"Align and call SNVs. Package contains marginAlign, marginCaller and marginStats",https://github.com/benedictpaten/marginAlign,MIT License,,,,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
marginPhase,10.1101/293944,"C, Python",Haplotype-aware genotyping,https://github.com/benedictpaten/marginPhase,MIT License,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
marginPolish,,C,A graph-based assembly polisher,https://github.com/UCSC-nanopore-cgl/marginPolish,MIT License,,,,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MARTi,,Python,Metagenomic Analysis in Real Time,https://github.com/richardmleggett/MARTi,MIT License,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
MARVEL,10.1038/nature25458,C,"A tool that provides overlapping, patching, correction and assembly of long reads",https://github.com/schloi/MARVEL,CREATIVE COMMONS PUBLIC LICENSE,,,,,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mash,10.1186/s13059-016-0997-x,C++,Fast genome and metagenome distance estimation using MinHash,https://github.com/marbl/mash,BSD,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
MashMap,10.1089/cmb.2018.0036,C++,Approximate algorithm for mapping long reads to large reference databases,https://github.com/marbl/MashMap,Multiple,,,,,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MasterOfPores,10.3389/fgene.2020.00211;10.1007/978-1-0716-2962-8_13,Nextflow,A workflow for the analysis of direct RNA sequencing data,https://github.com/biocorecrg/master_of_pores,MIT License,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
